X: 19, Y: -40, Z: 24
X: -12, Y: -34, Z: 0
X: 10, Y: -25, Z: 29
X: 4, Y: -49, Z: -3
X: 8, Y: -43, Z: -27
X: 11, Y: -51, Z: -18
X: 27, Y: -40, Z: 8
X: 25, Y: -63, Z: -29
X: 20, Y: -34, Z: -2
X: -17, Y: -13, Z: 26
X: 3, Y: -38, Z: 10
X: -1, Y: -47, Z: 14
X: -4, Y: -25, Z: 17
X: 9, Y: -33, Z: 44
X: 5, Y: -48, Z: 18
X: -17, Y: -28, Z: 33
X: -7, Y: -50, Z: -32
X: -1, Y: -81, Z: 21
X: 5, Y: -73, Z: -17
X: 6, Y: -65, Z: 17
X: -10, Y: -50, Z: -14
X: -16, Y: -54, Z: -1
X: 8, Y: -59, Z: 9
X: -32, Y: -27, Z: 5
X: -18, Y: -21, Z: 46
X: -44, Y: -35, Z: -23
X: 10, Y: -44, Z: 60
X: 9, Y: -26, Z: -1
X: 10, Y: -78, Z: 41
X: 9, Y: -89, Z: 27
X: 34, Y: -41, Z: -3
X: 9, Y: -54, Z: 12
X: 1, Y: -14, Z: 49
X: -18, Y: -20, Z: 36
X: -38, Y: -60, Z: 1
X: -12, Y: -42, Z: -8
X: -9, Y: -49, Z: 35
X: -32, Y: -7, Z: 15
X: 1, Y: -76, Z: -1
X: -40, Y: -28, Z: 23
X: 15, Y: -17, Z: -12
X: -33, Y: -42, Z: -25
X: -8, Y: -59, Z: 18
X: -22, Y: -31, Z: 40
X: -27, Y: -65, Z: -3
X: -21, Y: -68, Z: 41
X: -2, Y: -55, Z: 4
X: -8, Y: -39, Z: 26
X: 3, Y: -48, Z: 14
X: -23, Y: -35, Z: 11
X: 6, Y: -51, Z: 16
X: 16, Y: -23, Z: 12
X: -8, Y: -61, Z: 36
X: -1, Y: -19, Z: 21
X: -28, Y: 6, Z: 41
X: -35, Y: -39, Z: 1
X: -4, Y: -43, Z: 11
X: -15, Y: -24, Z: -1
X: -11, Y: -50, Z: 19
X: -16, Y: -56, Z: 48
X: -19, Y: -54, Z: -24
X: -22, Y: 1, Z: 11
X: -17, Y: -43, Z: -23
X: 9, Y: -32, Z: 23
X: 6, Y: -27, Z: 63
X: -32, Y: -82, Z: -1
X: -14, Y: -63, Z: 12
X: 24, Y: -18, Z: -31
X: 0, Y: -48, Z: 24
X: 5, Y: -15, Z: -17
X: 2, Y: -8, Z: 18
X: 19, Y: -47, Z: -19
X: 8, Y: -35, Z: 29
X: 25, Y: -66, Z: 31
X: 36, Y: -3, Z: -39
X: -31, Y: -44, Z: 7
X: -2, Y: -73, Z: -7
X: 2, Y: -46, Z: 33
X: -29, Y: -35, Z: 2
X: 10, Y: -71, Z: 8
X: -18, Y: -1, Z: 30
X: -21, Y: -49, Z: 42
X: -20, Y: -28, Z: 30
X: -1, Y: -39, Z: 8
X: 19, Y: -43, Z: 0
X: 1, Y: -41, Z: 4
X: -29, Y: -33, Z: 13
X: 24, Y: -27, Z: 1
X: -16, Y: -12, Z: -4
X: 20, Y: -51, Z: -19
X: -16, Y: -75, Z: -1
X: 28, Y: -57, Z: -33
X: -7, Y: -58, Z: 3
X: 18, Y: -69, Z: -20
X: 12, Y: -68, Z: 30
X: -11, Y: -41, Z: 40
X: -1, Y: -31, Z: 48
X: -11, Y: -64, Z: 20
X: -12, Y: -44, Z: -5
X: 10, Y: -77, Z: 23
X: -1, Y: -10, Z: 33
X: -19, Y: -19, Z: -1
X: -8, Y: -8, Z: 19
X: -26, Y: -70, Z: 22
X: 1, Y: -57, Z: -20
X: 6, Y: -85, Z: 4
X: -17, Y: -54, Z: 21
X: -18, Y: -30, Z: -8
X: 8, Y: -69, Z: 27
X: -29, Y: -37, Z: 15
X: 23, Y: -58, Z: 15
X: 13, Y: -62, Z: 17
X: 2, Y: -47, Z: 7
X: -28, Y: -58, Z: -2
X: -6, Y: -59, Z: 19
X: 8, Y: -5, Z: -10
X: -5, Y: -43, Z: 10
X: -16, Y: -8, Z: -3
X: 3, Y: -47, Z: -26
X: 2, Y: -58, Z: 19
X: -14, Y: -35, Z: -10
X: -17, Y: -31, Z: 3
X: -6, Y: -54, Z: -13
X: -13, Y: -47, Z: 8
X: -8, Y: -64, Z: -12
X: 9, Y: -33, Z: 44
X: -19, Y: -33, Z: 12
X: -2, Y: -69, Z: 5
X: 50, Y: -54, Z: 30
X: -3, Y: -32, Z: 14
X: -4, Y: -29, Z: -15
X: 0, Y: -44, Z: 18
X: 2, Y: -20, Z: -7
X: -14, Y: -43, Z: -16
X: -12, Y: -1, Z: 59
X: -18, Y: 3, Z: -2
X: -8, Y: -12, Z: 18
X: -8, Y: -32, Z: 6
X: 7, Y: -28, Z: 24
X: 23, Y: -85, Z: 43
X: -21, Y: -25, Z: -22
X: -6, Y: -22, Z: 10
X: -15, Y: 2, Z: -9
X: 12, Y: -51, Z: -1
X: -6, Y: -8, Z: 34
X: 10, Y: -38, Z: 8
X: -3, Y: -33, Z: -6
X: -17, Y: -31, Z: 2
X: 4, Y: -63, Z: 16
X: -28, Y: -33, Z: 9
X: -7, Y: -32, Z: -19
X: 2, Y: -66, Z: 24
X: -28, Y: -51, Z: 40
X: -45, Y: -43, Z: 14
X: -30, Y: -11, Z: 23
X: -26, Y: -9, Z: 33
X: -18, Y: -44, Z: 19
X: -12, Y: -6, Z: 7
X: -11, Y: -14, Z: 44
X: -4, Y: -47, Z: -13
X: 14, Y: -12, Z: 7
X: -12, Y: -25, Z: 39
X: -10, Y: -35, Z: -11
X: -6, Y: -47, Z: 7
X: 9, Y: -35, Z: 45
X: -48, Y: -64, Z: -16
X: 19, Y: -39, Z: 25
X: 2, Y: -52, Z: -5
X: -20, Y: -28, Z: 6
X: 30, Y: -44, Z: 44
X: -16, Y: -39, Z: -8
X: 4, Y: -24, Z: 16
X: -21, Y: -20, Z: 21
X: 2, Y: -43, Z: 41
X: -10, Y: -62, Z: -27
X: -22, Y: -51, Z: -28
X: -26, Y: -35, Z: 5
X: -23, Y: -14, Z: 3
X: -7, Y: -29, Z: 30
X: -12, Y: -69, Z: -3
X: -8, Y: 11, Z: 17
X: 31, Y: -62, Z: -4
X: -17, Y: -45, Z: -4
X: 7, Y: -27, Z: 32
X: 14, Y: -7, Z: 31
X: -12, Y: -44, Z: 16
X: -26, Y: -27, Z: 1
X: 6, Y: -58, Z: 7
X: 7, Y: -58, Z: 18
X: -13, Y: -54, Z: 9
X: -37, Y: -40, Z: 36
X: -25, Y: -45, Z: -7
X: 17, Y: -57, Z: 25
X: -11, Y: -19, Z: 12
X: -8, Y: -28, Z: -23
X: 11, Y: -13, Z: -21
X: -9, Y: -44, Z: 61
X: -16, Y: -45, Z: -17
X: -21, Y: -47, Z: 6
X: 9, Y: -52, Z: 31
X: -17, Y: -59, Z: -6
X: 26, Y: -86, Z: -11
X: 22, Y: -38, Z: -32
X: -4, Y: -41, Z: 20
X: -9, Y: -35, Z: -9
X: -3, Y: -68, Z: -14
X: -7, Y: -22, Z: 48
X: -24, Y: -9, Z: -18
X: 13, Y: -45, Z: 30
X: -6, Y: -35, Z: -10
X: 11, Y: -43, Z: 10
X: 7, Y: -49, Z: 8
X: -9, Y: -36, Z: -22
X: -9, Y: -10, Z: 28
X: -2, Y: -28, Z: 11
X: -17, Y: -43, Z: 20
X: -1, Y: -49, Z: 5
X: 10, Y: -57, Z: 9
X: 21, Y: -32, Z: -30
X: -1, Y: -56, Z: 31
X: 10, Y: -55, Z: 35
X: -14, Y: -48, Z: 0
X: -22, Y: -53, Z: 5
X: 7, Y: -57, Z: 10
X: 10, Y: -61, Z: 15
X: -16, Y: -69, Z: 8
X: 23, Y: -35, Z: 44
X: -5, Y: -40, Z: 27
X: -7, Y: -24, Z: -8
X: -6, Y: -69, Z: -12
X: 1, Y: -78, Z: 16
X: 4, Y: -105, Z: 11
X: -6, Y: -41, Z: 32
X: -10, Y: -42, Z: 48
X: -9, Y: 9, Z: 24
X: -7, Y: -52, Z: 30
X: -9, Y: -54, Z: 63
X: -6, Y: -49, Z: -2
X: 12, Y: -23, Z: 0
X: -3, Y: -52, Z: 26
X: -7, Y: -15, Z: 8
X: -21, Y: -27, Z: 29
X: -19, Y: -20, Z: 9
X: -16, Y: -24, Z: 31
X: 1, Y: -84, Z: -11
X: -29, Y: -2, Z: 0
X: -2, Y: -47, Z: 37
X: -8, Y: -17, Z: 32
X: -29, Y: -34, Z: -13
X: -15, Y: -17, Z: 9
X: -5, Y: -70, Z: 29
X: -8, Y: -4, Z: 6
X: 14, Y: -46, Z: 48
X: 10, Y: -55, Z: -23
X: -24, Y: -33, Z: -9
X: 0, Y: -71, Z: -7
X: 11, Y: -62, Z: 10
X: -28, Y: -52, Z: 31
X: 8, Y: -29, Z: 39
X: -6, Y: -13, Z: -9
X: -5, Y: -80, Z: 6
X: 14, Y: -39, Z: -29
X: 4, Y: -39, Z: -43
X: -57, Y: -25, Z: 35
X: 14, Y: -44, Z: 23
X: 16, Y: -21, Z: 26
X: -24, Y: -78, Z: -25
X: -11, Y: -47, Z: -1
X: 6, Y: -45, Z: 2
X: -2, Y: -32, Z: -24
X: -7, Y: -47, Z: -20
X: 7, Y: -60, Z: -21
X: -12, Y: -14, Z: 19
X: -21, Y: -40, Z: -6
X: -21, Y: -32, Z: -6
X: -1, Y: -66, Z: 0
X: -5, Y: -56, Z: 32
X: -10, Y: -59, Z: -6
X: -5, Y: -21, Z: -13
X: 3, Y: -19, Z: -44
X: 7, Y: -33, Z: -22
X: -20, Y: -14, Z: 30
X: -24, Y: -36, Z: 18
X: 2, Y: -22, Z: 2
X: 42, Y: -61, Z: -1
X: -31, Y: -1, Z: 2
X: 1, Y: -47, Z: 29
X: 1, Y: -41, Z: 11
X: -1, Y: -72, Z: -6
X: -10, Y: -28, Z: 28
X: 21, Y: -48, Z: 39
X: -10, Y: -43, Z: 41
X: -2, Y: -4, Z: 11
X: -30, Y: -14, Z: 46
X: 17, Y: -54, Z: 37
X: -12, Y: -40, Z: 1
X: -1, Y: -43, Z: 30
X: -16, Y: -21, Z: 21
X: -30, Y: -4, Z: -18
X: 9, Y: -8, Z: 12
X: -12, Y: -56, Z: 5
X: -8, Y: -11, Z: 19
X: -27, Y: -58, Z: 23
X: 11, Y: -50, Z: 3
X: -22, Y: -27, Z: 15
X: 6, Y: -67, Z: 33
X: -7, Y: -40, Z: -11
X: -31, Y: 3, Z: 18
X: -7, Y: -43, Z: -1
X: -15, Y: -57, Z: -10
X: -2, Y: -59, Z: 47
X: -20, Y: -48, Z: 6
X: -33, Y: -36, Z: 24
X: 2, Y: -47, Z: 3
X: -29, Y: -49, Z: 44
X: -28, Y: -70, Z: 40
X: 5, Y: -34, Z: 16
X: -34, Y: 12, Z: 15
X: -14, Y: -60, Z: 12
X: -9, Y: -40, Z: 33
X: -1, Y: -69, Z: 8
X: -27, Y: -17, Z: -2
X: -27, Y: -53, Z: 3
X: 2, Y: -59, Z: 8
X: -13, Y: -70, Z: 27
X: 22, Y: -39, Z: -38
X: 3, Y: -53, Z: -12
X: 12, Y: -26, Z: -1
X: -19, Y: -57, Z: -3
X: -19, Y: -11, Z: 36
X: -7, Y: -40, Z: 20
X: -11, Y: -54, Z: -7
X: -18, Y: -17, Z: -10
X: -31, Y: -30, Z: 37
X: 8, Y: -49, Z: 37
X: -13, Y: -54, Z: 33
X: 4, Y: -27, Z: 11
X: -20, Y: -17, Z: -15
X: 3, Y: -86, Z: 25
X: 14, Y: -88, Z: 47
X: -15, Y: -28, Z: -4
X: -8, Y: -20, Z: 0
X: 16, Y: -74, Z: -2
X: -2, Y: -21, Z: 45
X: 2, Y: -32, Z: 28
X: -7, Y: -52, Z: 8
X: -6, Y: -38, Z: -7
X: -8, Y: -34, Z: 0
X: -22, Y: -42, Z: 18
X: 34, Y: -82, Z: -3
X: -45, Y: -1, Z: 21
X: -3, Y: -10, Z: -28
X: -32, Y: -45, Z: 36
X: -11, Y: -35, Z: 36
X: 4, Y: -44, Z: 12
X: -34, Y: -92, Z: 22
X: 7, Y: -41, Z: 25
X: -18, Y: -42, Z: 36
X: -4, Y: -53, Z: 32
X: -13, Y: -50, Z: 11
X: 14, Y: -24, Z: 31
X: 0, Y: -8, Z: -9
X: -20, Y: -10, Z: 22
X: 12, Y: -52, Z: -27
X: -23, Y: -45, Z: 22
X: 1, Y: -36, Z: 19
X: -5, Y: -26, Z: 44
X: 15, Y: -25, Z: 18
X: -36, Y: -23, Z: -11
X: -25, Y: -70, Z: 38
X: -8, Y: -68, Z: 15
X: -20, Y: -22, Z: 16
X: -14, Y: -77, Z: 5
X: 0, Y: -44, Z: 41
X: -7, Y: -49, Z: 12
X: -12, Y: -42, Z: 65
X: -32, Y: -74, Z: 50
X: 5, Y: -68, Z: 23
X: -20, Y: -56, Z: 14
X: 0, Y: -36, Z: 14
